date,temperature,precipitation,humidity,wind,season
2025-01-09,-2.3,0.0,77,17.6,winter
2025-01-10,2.2,0.0,72,25.5,winter
2025-01-11,5.7,0.0,49,18.1,winter
2025-01-12,5.1,0.0,63,19.0,winter
2025-01-13,4.4,0.0,56,13.1,winter
2025-01-14,4.7,0.0,44,11.0,winter
2025-01-15,7.3,0.0,57,17.8,winter
2025-01-16,10.1,0.2,55,25.5,winter
2025-01-17,6.6,0.0,65,21.4,winter
2025-01-18,6.7,0.0,57,12.8,winter
2025-01-19,7.3,0.0,50,14.8,winter
2025-01-20,5.8,0.0,37,21.1,winter
2025-01-21,2.0,0.0,41,31.3,winter
2025-01-22,5.2,0.0,19,19.3,winter
2025-01-23,3.8,0.0,20,19.3,winter
2025-01-24,5.1,0.0,19,12.4,winter
2025-01-25,9.9,0.0,32,30.5,winter
2025-01-26,10.2,0.0,48,26.6,winter
2025-01-27,8.3,0.0,54,27.6,winter
2025-01-28,5.5,0.0,73,25.6,winter
2025-01-29,3.2,1.1,89,19.8,winter
2025-01-30,4.2,0.0,95,17.6,winter
2025-01-31,7.6,0.0,84,8.5,winter
2025-02-01,11.4,0.0,46,11.5,winter
2025-02-02,13.8,0.0,39,11.0,winter
2025-02-03,16.0,0.0,60,17.4,winter
2025-02-04,16.6,0.0,18,24.3,winter
2025-02-05,15.4,0.0,30,20.9,winter
2025-02-06,15.3,0.0,29,25.3,winter
2025-02-07,16.1,0.0,35,24.0,winter
2025-02-08,16.4,0.0,21,22.1,winter
2025-02-09,15.4,0.0,24,25.3,winter
2025-02-10,12.8,0.0,51,24.5,winter
2025-02-11,10.5,0.0,64,39.0,winter
2025-02-12,7.6,0.0,76,26.4,winter
2025-02-13,10.7,0.0,70,22.0,winter
2025-02-14,11.5,0.0,83,33.9,winter
2025-02-15,9.7,0.2,89,21.2,winter
2025-02-16,10.7,0.0,61,12.9,winter
2025-02-17,13.4,0.0,28,25.8,winter
2025-02-18,12.7,0.0,47,25.3,winter
2025-02-19,12.6,0.0,43,13.1,winter
2025-02-20,13.3,0.2,35,20.3,winter
2025-02-21,12.0,0.0,39,22.9,winter
2025-02-22,10.4,0.0,35,15.8,winter
2025-02-23,12.1,0.0,37,17.1,winter
2025-02-24,15.1,0.0,28,8.1,winter
2025-02-25,15.9,0.0,27,15.8,winter
2025-02-26,16.4,0.0,30,19.6,winter
2025-02-27,14.1,0.0,37,27.0,winter
2025-02-28,12.7,0.0,52,22.4,winter
2025-03-01,14.3,0.0,63,41.8,winter
2025-03-02,11.9,0.0,76,20.4,winter
2025-03-03,8.4,0.0,57,35.2,winter
2025-03-04,8.1,0.0,70,19.6,winter
2025-03-05,12.5,0.0,55,18.0,winter
2025-03-06,12.7,0.5,64,38.7,winter
2025-03-07,5.8,1.9,76,39.2,winter
2025-03-08,6.1,0.0,83,23.0,winter
2025-03-09,9.0,0.0,76,21.0,winter
2025-03-10,11.6,0.0,46,16.7,winter
2025-03-11,11.7,0.0,46,32.7,winter
2025-03-12,11.9,0.0,87,19.8,winter
2025-03-13,11.5,2.2,87,44.2,winter
2025-03-14,6.2,0.0,81,27.3,winter
2025-03-15,8.7,1.1,84,28.7,winter
2025-03-16,10.7,0.0,81,11.4,winter
2025-03-17,16.5,0.0,44,30.6,winter
2025-03-18,11.8,0.0,38,31.6,winter
2025-03-19,9.6,0.0,35,20.7,winter
2025-03-20,12.5,0.0,29,19.9,winter
2025-03-21,14.9,0.0,20,21.1,spring
2025-03-22,15.9,0.0,22,24.5,spring
2025-03-23,15.9,0.0,29,13.3,spring
2025-03-24,17.9,0.0,34,10.6,spring
2025-03-25,21.0,0.0,24,17.7,spring
2025-03-26,19.4,0.0,30,21.1,spring
2025-03-27,18.1,0.0,40,21.5,spring
2025-03-28,17.9,0.0,36,31.3,spring
2025-03-29,16.7,0.4,51,31.6,spring
2025-03-30,15.1,0.0,64,25.9,spring
2025-03-31,16.2,0.0,43,24.1,spring
2025-04-01,16.1,0.0,66,43.0,spring
2025-04-02,10.2,0.0,52,31.7,spring
2025-04-03,8.7,0.0,52,26.6,spring
2025-04-04,7.4,0.8,70,17.2,spring
2025-04-05,8.3,0.0,80,15.3,spring
2025-04-06,9.8,0.0,64,18.8,spring
2025-04-07,13.8,0.0,37,11.6,spring
2025-04-08,16.9,0.0,22,10.5,spring
2025-04-09,19.6,0.0,17,8.6,spring
2025-04-10,21.2,0.0,19,15.3,spring
2025-04-11,23.0,0.0,22,19.2,spring
2025-04-12,21.8,0.0,15,25.2,spring
2025-04-13,21.8,0.0,23,31.3,spring
2025-04-14,21.8,0.0,30,23.3,spring
2025-04-15,21.0,0.0,48,29.7,spring
2025-04-16,20.3,0.0,67,37.3,spring
2025-04-17,18.6,0.0,39,37.0,spring
2025-04-18,13.3,0.0,57,30.8,spring
2025-04-19,12.3,0.5,74,23.6,spring
2025-04-20,13.2,0.0,44,12.3,spring
2025-04-21,17.7,0.0,23,22.1,spring
2025-04-22,17.9,0.0,23,23.5,spring
2025-04-23,18.1,0.0,32,26.2,spring
2025-04-24,18.0,0.0,45,19.0,spring
2025-04-25,18.9,0.0,43,22.2,spring
2025-04-26,18.8,0.0,47,31.8,spring
2025-04-27,15.8,0.0,50,33.2,spring
2025-04-28,15.4,0.0,48,26.0,spring
2025-04-29,15.2,0.0,39,24.4,spring
2025-04-30,16.9,0.0,42,17.7,spring
2025-05-01,18.2,0.0,35,23.3,spring
2025-05-02,18.2,0.0,30,21.8,spring
2025-05-03,18.6,0.0,39,25.7,spring
2025-05-04,16.2,0.0,45,40.3,spring
2025-05-05,12.9,0.4,71,31.5,spring
2025-05-06,13.4,0.0,66,20.3,spring
2025-05-07,16.3,0.0,71,25.2,spring
2025-05-08,19.0,0.0,62,16.3,spring
2025-05-09,21.4,0.0,38,23.8,spring
2025-05-10,21.9,0.0,38,34.1,spring
2025-05-11,23.4,0.0,30,19.6,spring
2025-05-12,23.9,0.0,33,32.8,spring
2025-05-13,23.0,0.0,46,38.3,spring
2025-05-14,19.4,0.0,34,32.0,spring
2025-05-15,18.6,0,26,25.3,spring
2025-05-16,NA,0,NA,NA,spring
2025-05-17,NA,0,NA,NA,spring
