date,temperature,precipitation,humidity,wind,season
2025-01-22,14.7,0.0,64,16.5,winter
2025-01-23,17.4,0.0,54,10.4,winter
2025-01-24,16.6,0.0,56,16.2,winter
2025-01-25,16.0,0.0,65,13.7,winter
2025-01-26,18.1,0.0,65,11.2,winter
2025-01-27,18.6,0.0,69,9.3,winter
2025-01-28,16.9,0.0,73,12.3,winter
2025-01-29,15.4,0.0,65,14.2,winter
2025-01-30,14.6,0.0,59,10.5,winter
2025-01-31,14.9,0.0,47,14.3,winter
2025-02-01,16.1,0.0,48,15.6,winter
2025-02-02,18.1,0.0,47,14.0,winter
2025-02-03,19.5,0.0,55,13.2,winter
2025-02-04,18.9,0.0,61,12.0,winter
2025-02-05,19.3,0.0,67,11.2,winter
2025-02-06,19.9,0.0,70,10.2,winter
2025-02-07,21.4,0.0,72,12.8,winter
2025-02-08,21.8,0.0,74,12.2,winter
2025-02-09,19.7,0.0,86,10.3,winter
2025-02-10,20.5,0.0,63,13.0,winter
2025-02-11,17.1,0.3,75,9.4,winter
2025-02-12,17.0,0.0,73,13.4,winter
2025-02-13,16.8,0.0,63,11.6,winter
2025-02-14,19.1,0.0,66,11.6,winter
2025-02-15,19.3,0.0,69,11.3,winter
2025-02-16,18.8,0.0,70,13.1,winter
2025-02-17,19.1,0.0,76,13.7,winter
2025-02-18,19.4,0.0,64,12.1,winter
2025-02-19,19.9,0.0,58,11.2,winter
2025-02-20,19.6,0.0,54,12.3,winter
2025-02-21,20.1,0.0,53,14.0,winter
2025-02-22,21.0,0.0,48,12.0,winter
2025-02-23,19.6,0.0,45,12.4,winter
2025-02-24,20.7,0.0,43,16.8,winter
2025-02-25,22.4,0.0,59,13.3,winter
2025-02-26,20.8,0.0,63,12.3,winter
2025-02-27,21.4,0.0,66,10.8,winter
2025-02-28,22.2,0.0,57,11.7,winter
2025-03-01,21.4,0.0,59,12.1,winter
2025-03-02,22.0,0.0,61,11.9,winter
2025-03-03,21.3,0.0,51,15.3,winter
2025-03-04,19.2,0.0,50,9.9,winter
2025-03-05,20.8,0.0,42,13.7,winter
2025-03-06,20.0,0.0,54,15.0,winter
2025-03-07,18.9,0.7,70,17.9,winter
2025-03-08,16.8,0.0,62,12.6,winter
2025-03-09,16.8,0.0,48,14.9,winter
2025-03-10,16.8,0.0,51,14.7,winter
2025-03-11,18.6,0.0,60,13.0,winter
2025-03-12,20.6,0.0,48,11.9,winter
2025-03-13,20.5,0.0,47,15.4,winter
2025-03-14,18.4,0.0,84,16.5,winter
2025-03-15,16.2,0.0,86,13.6,winter
2025-03-16,20.1,0.0,48,14.9,winter
2025-03-17,21.6,0.0,63,13.9,winter
2025-03-18,20.9,0.0,74,13.0,winter
2025-03-19,21.9,0.0,46,11.1,winter
2025-03-20,21.9,0.0,43,16.5,winter
2025-03-21,21.8,0.0,54,12.2,spring
2025-03-22,21.4,0.0,61,13.5,spring
2025-03-23,22.9,0.0,41,12.8,spring
2025-03-24,22.9,0.0,29,14.2,spring
2025-03-25,23.4,0.0,39,13.2,spring
2025-03-26,23.8,0.0,47,14.8,spring
2025-03-27,21.2,0.0,53,14.2,spring
2025-03-28,21.1,0.0,57,14.9,spring
2025-03-29,21.4,0.0,53,12.7,spring
2025-03-30,22.1,0.0,53,13.4,spring
2025-03-31,23.6,0.0,42,13.1,spring
2025-04-01,23.8,0.0,57,13.9,spring
2025-04-02,21.1,0.0,68,17.3,spring
2025-04-03,19.1,0.0,96,22.5,spring
2025-04-04,16.7,0.0,97,24.1,spring
2025-04-05,15.8,0.0,96,15.1,spring
2025-04-06,16.9,0.0,51,11.3,spring
2025-04-07,19.6,0.0,43,16.0,spring
2025-04-08,21.4,0.0,35,15.4,spring
2025-04-09,22.0,0.0,49,13.2,spring
2025-04-10,23.8,0.0,48,13.8,spring
2025-04-11,25.0,0.0,32,16.2,spring
2025-04-12,24.8,0.0,47,14.7,spring
2025-04-13,25.0,0.0,53,13.4,spring
2025-04-14,26.0,0.0,43,15.4,spring
2025-04-15,27.4,0.0,42,14.4,spring
2025-04-16,26.6,0.0,67,14.8,spring
2025-04-17,25.6,0.0,80,14.2,spring
2025-04-18,23.4,0.0,49,11.3,spring
2025-04-19,23.0,0.0,55,15.7,spring
2025-04-20,22.1,0.0,38,13.9,spring
2025-04-21,22.2,0.0,39,13.1,spring
2025-04-22,22.8,0.0,46,12.2,spring
2025-04-23,22.5,0.0,43,14.1,spring
2025-04-24,23.2,0.0,61,13.4,spring
2025-04-25,22.8,0.0,70,12.6,spring
2025-04-26,26.4,0.0,45,13.8,spring
2025-04-27,25.9,0.0,42,11.4,spring
